Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
188,God's Not Dead 2,"$24,487,848","$20,774,575",84.8%,"$3,713,273",15.2%,2016.csv,2016
189,Camping 3,"$24,224,579",-,-,"$24,224,579",100%,2016.csv,2016
190,The Founder,"$24,121,245","$12,786,053",53%,"$11,335,192",47%,2016.csv,2016
191,Bad Santa 2,"$24,079,268","$17,782,178",73.8%,"$6,297,090",26.2%,2016.csv,2016
192,Spirits' Homecoming,"$23,857,217","$125,616",0.5%,"$23,731,601",99.5%,2016.csv,2016
193,Silence,"$23,834,809","$7,100,177",29.8%,"$16,734,632",70.2%,2016.csv,2016
194,Kevin Hart: What Now?,"$23,591,043","$23,591,043",100%,-,-,2016.csv,2016
195,No manches Frida,"$23,540,937","$11,528,613",49%,"$12,012,324",51%,2016.csv,2016
196,Middle School: The Worst Years of My Life,"$23,316,139","$20,007,149",85.8%,"$3,308,990",14.2%,2016.csv,2016
197,Triple 9,"$23,177,948","$12,639,297",54.5%,"$10,538,651",45.5%,2016.csv,2016
198,Rock Dog,"$23,157,646","$9,420,546",40.7%,"$13,737,100",59.3%,2016.csv,2016
199,The Choice,"$23,064,015","$18,730,891",81.2%,"$4,333,124",18.8%,2016.csv,2016
200,Penny Pincher!,"$22,955,486",-,-,"$22,955,486",100%,2016.csv,2016
1,Star Wars: Episode VII - The Force Awakens,"$2,068,223,624","$936,662,225",45.3%,"$1,131,561,399",54.7%,2015.csv,2015
2,Jurassic World,"$1,670,400,637","$652,270,625",39%,"$1,018,130,012",61%,2015.csv,2015
3,Furious 7,"$1,515,047,671","$353,007,020",23.3%,"$1,162,040,651",76.7%,2015.csv,2015
4,Avengers: Age of Ultron,"$1,402,805,868","$459,005,868",32.7%,"$943,800,000",67.3%,2015.csv,2015
5,Minions,"$1,159,398,397","$336,045,770",29%,"$823,352,627",71%,2015.csv,2015
6,Spectre,"$880,674,609","$200,074,609",22.7%,"$680,600,000",77.3%,2015.csv,2015
7,Inside Out,"$857,611,174","$356,461,711",41.6%,"$501,149,463",58.4%,2015.csv,2015
8,Mission: Impossible - Rogue Nation,"$682,714,267","$195,042,377",28.6%,"$487,671,890",71.4%,2015.csv,2015
9,The Hunger Games: Mockingjay - Part 2,"$658,344,137","$281,723,902",42.8%,"$376,620,235",57.2%,2015.csv,2015
10,The Martian,"$630,161,890","$228,433,663",36.2%,"$401,728,227",63.8%,2015.csv,2015
11,Fifty Shades of Grey,"$569,651,467","$166,167,230",29.2%,"$403,484,237",70.8%,2015.csv,2015
12,Cinderella,"$542,351,353","$201,151,353",37.1%,"$341,200,000",62.9%,2015.csv,2015
13,The Revenant,"$532,950,503","$183,637,894",34.5%,"$349,312,609",65.5%,2015.csv,2015
14,Ant-Man,"$519,311,965","$180,202,163",34.7%,"$339,109,802",65.3%,2015.csv,2015
15,Hotel Transylvania 2,"$474,800,000","$169,700,110",35.7%,"$305,099,890",64.3%,2015.csv,2015
16,San Andreas,"$473,990,832","$155,190,832",32.7%,"$318,800,000",67.3%,2015.csv,2015
17,Terminator Genisys,"$440,603,537","$89,760,956",20.4%,"$350,842,581",79.6%,2015.csv,2015
18,Kingsman: The Secret Service,"$414,351,546","$128,261,724",31%,"$286,089,822",69%,2015.csv,2015
19,Monster Hunt,"$387,053,506","$32,766",<0.1%,"$387,020,740",100%,2015.csv,2015
20,Home,"$386,041,607","$177,397,510",46%,"$208,644,097",54%,2015.csv,2015
21,Mad Max: Fury Road,"$374,736,354","$153,636,354",41%,"$221,100,000",59%,2015.csv,2015
22,The Good Dinosaur,"$332,207,671","$123,087,120",37.1%,"$209,120,551",62.9%,2015.csv,2015
23,Taken 3,"$326,479,141","$89,256,424",27.3%,"$237,222,717",72.7%,2015.csv,2015
24,The SpongeBob Movie: Sponge Out of Water,"$325,186,032","$162,994,032",50.1%,"$162,192,000",49.9%,2015.csv,2015
25,Maze Runner: The Scorch Trials,"$312,296,056","$81,697,192",26.2%,"$230,598,864",73.8%,2015.csv,2015
26,The Divergent Series: Insurgent,"$297,002,527","$130,179,072",43.8%,"$166,823,455",56.2%,2015.csv,2015
27,Pitch Perfect 2,"$287,144,079","$184,296,230",64.2%,"$102,847,849",35.8%,2015.csv,2015
28,Mojin: The Lost Legend,"$259,368,448","$1,243,810",0.5%,"$258,124,638",99.5%,2015.csv,2015
29,Lost in Hong Kong,"$256,283,912","$1,302,281",0.5%,"$254,981,631",99.5%,2015.csv,2015
30,The Peanuts Movie,"$246,233,113","$130,178,411",52.9%,"$116,054,702",47.1%,2015.csv,2015
31,Pixels,"$244,874,809","$78,747,585",32.2%,"$166,127,224",67.8%,2015.csv,2015
32,Daddy's Home,"$242,786,137","$150,357,137",61.9%,"$92,429,000",38.1%,2015.csv,2015
33,Spy,"$235,666,219","$110,825,712",47%,"$124,840,507",53%,2015.csv,2015
34,Alvin and the Chipmunks: The Road Chip,"$234,798,636","$85,886,987",36.6%,"$148,911,649",63.4%,2015.csv,2015
35,Goodbye Mr. Loser,"$228,122,928","$1,293,626",0.6%,"$226,829,302",99.4%,2015.csv,2015
36,Ted 2,"$215,863,606","$81,476,385",37.7%,"$134,387,221",62.3%,2015.csv,2015
37,Tomorrowland,"$209,035,668","$93,436,322",44.7%,"$115,599,346",55.3%,2015.csv,2015
38,Everest,"$203,427,584","$43,482,270",21.4%,"$159,945,314",78.6%,2015.csv,2015
39,Straight Outta Compton,"$201,634,991","$161,197,785",79.9%,"$40,437,206",20.1%,2015.csv,2015
40,The Intern,"$194,564,672","$75,764,672",38.9%,"$118,800,000",61.1%,2015.csv,2015
41,Jian Bing Man,"$186,683,536",-,-,"$186,683,536",100%,2015.csv,2015
42,Jupiter Ascending,"$183,887,723","$47,387,723",25.8%,"$136,500,000",74.2%,2015.csv,2015
43,Creed,"$173,567,581","$109,767,581",63.2%,"$63,800,000",36.8%,2015.csv,2015
44,Fantastic Four,"$167,882,881","$56,117,548",33.4%,"$111,765,333",66.6%,2015.csv,2015
45,Bridge of Spies,"$165,478,348","$72,313,754",43.7%,"$93,164,594",56.3%,2015.csv,2015
46,From Vegas to Macau II,"$163,877,532",-,-,"$163,877,532",100%,2015.csv,2015
47,Focus,"$158,762,963","$53,862,963",33.9%,"$104,900,000",66.1%,2015.csv,2015
48,Goosebumps,"$158,260,952","$80,080,379",50.6%,"$78,180,573",49.4%,2015.csv,2015
49,Ip Man 3,"$156,954,938","$2,679,437",1.7%,"$154,275,501",98.3%,2015.csv,2015
50,The Hateful Eight,"$155,760,117","$54,117,416",34.7%,"$101,642,701",65.3%,2015.csv,2015
51,Monkey King: Hero Is Back,"$153,262,397",-,-,"$153,262,397",100%,2015.csv,2015
52,Gods of Egypt,"$150,680,864","$31,153,464",20.7%,"$119,527,400",79.3%,2015.csv,2015
53,The Last Witch Hunter,"$146,936,910","$27,367,660",18.6%,"$119,569,250",81.4%,2015.csv,2015
54,Trainwreck,"$140,795,793","$110,212,700",78.3%,"$30,583,093",21.7%,2015.csv,2015
55,Mr. Six,"$139,191,345","$1,415,450",1%,"$137,775,895",99%,2015.csv,2015
56,Point Break,"$133,718,711","$28,782,481",21.5%,"$104,936,230",78.5%,2015.csv,2015
57,The Big Short,"$133,440,870","$70,259,870",52.7%,"$63,181,000",47.3%,2015.csv,2015
58,Pan,"$128,388,320","$35,088,320",27.3%,"$93,300,000",72.7%,2015.csv,2015
59,Detective Chinatown,"$125,842,935","$474,252",0.4%,"$125,368,683",99.6%,2015.csv,2015
60,Wolf Totem,"$125,837,070","$210,591",0.2%,"$125,626,479",99.8%,2015.csv,2015
61,Ride Along 2,"$124,605,297","$91,221,830",73.2%,"$33,383,467",26.8%,2015.csv,2015
62,Dragon Blade,"$122,593,849","$74,068",<0.1%,"$122,519,781",99.9%,2015.csv,2015
63,Magic Mike XXL,"$117,813,057","$66,013,057",56%,"$51,800,000",44%,2015.csv,2015
64,Insidious: Chapter 3,"$112,983,889","$52,218,558",46.2%,"$60,765,331",53.8%,2015.csv,2015
65,Get Hard,"$111,711,453","$90,411,453",80.9%,"$21,300,000",19.1%,2015.csv,2015
66,The 5th Wave,"$109,906,372","$34,916,787",31.8%,"$74,989,585",68.2%,2015.csv,2015
67,Paul Blart: Mall Cop 2,"$107,588,225","$71,038,190",66%,"$36,550,035",34%,2015.csv,2015
68,Vacation,"$107,228,221","$58,884,188",54.9%,"$48,344,033",45.1%,2015.csv,2015
69,The Man from U.N.C.L.E.,"$107,045,109","$45,445,109",42.5%,"$61,600,000",57.5%,2015.csv,2015
70,Chronicles of the Ghostly Tribe,"$106,380,000",-,-,"$106,380,000",100%,2015.csv,2015
71,Shaun the Sheep Movie,"$106,209,378","$19,375,982",18.2%,"$86,833,396",81.8%,2015.csv,2015
72,Sisters,"$105,011,053","$87,044,645",82.9%,"$17,966,408",17.1%,2015.csv,2015
73,Chappie,"$102,811,889","$31,569,268",30.7%,"$71,242,621",69.3%,2015.csv,2015
74,Joy,"$101,134,059","$56,451,232",55.8%,"$44,682,827",44.2%,2015.csv,2015
75,Black Mass,"$99,775,678","$62,575,678",62.7%,"$37,200,000",37.3%,2015.csv,2015
76,Spotlight,"$98,690,254","$45,055,776",45.7%,"$53,634,478",54.3%,2015.csv,2015
77,Devil and Angel,"$98,599,942","$131,058",0.1%,"$98,468,884",99.9%,2015.csv,2015
78,The Visit,"$98,450,062","$65,206,105",66.2%,"$33,243,957",33.8%,2015.csv,2015
79,The Little Prince,"$97,571,250","$1,339,152",1.4%,"$96,232,098",98.6%,2015.csv,2015
80,Assassination,"$96,119,773","$1,904,682",2%,"$94,215,091",98%,2015.csv,2015
81,Poltergeist,"$95,437,994","$47,425,125",49.7%,"$48,012,869",50.3%,2015.csv,2015
82,Veteran,"$94,393,020","$1,200,627",1.3%,"$93,192,393",98.7%,2015.csv,2015
83,In the Heart of the Sea,"$93,920,758","$25,020,758",26.6%,"$68,900,000",73.4%,2015.csv,2015
84,Kill Zone 2,"$93,638,358","$11,998",<0.1%,"$93,626,360",100%,2015.csv,2015
85,Southpaw,"$91,970,827","$52,421,953",57%,"$39,548,874",43%,2015.csv,2015
86,The Second Best Exotic Marigold Hotel,"$85,978,266","$33,078,266",38.5%,"$52,900,000",61.5%,2015.csv,2015
87,Paper Towns,"$85,512,300","$32,000,304",37.4%,"$53,511,996",62.6%,2015.csv,2015
88,Sicario,"$84,872,444","$46,889,293",55.2%,"$37,983,151",44.8%,2015.csv,2015
89,Our Times,"$83,867,493",-,-,"$83,867,493",100%,2015.csv,2015
90,Suck Me Shakespeer 2,"$83,027,924",-,-,"$83,027,924",100%,2015.csv,2015
91,Hitman: Agent 47,"$82,347,656","$22,467,450",27.3%,"$59,880,206",72.7%,2015.csv,2015
92,Wolf Warrior,"$81,411,331",-,-,"$81,411,331",100%,2015.csv,2015
93,Go Away Mr. Tumor,"$80,606,893","$286,639",0.4%,"$80,320,254",99.6%,2015.csv,2015
94,The Wedding Ringer,"$79,799,880","$64,460,211",80.8%,"$15,339,669",19.2%,2015.csv,2015
95,Paranormal Activity: The Ghost Dimension,"$78,903,124","$18,300,124",23.2%,"$60,603,000",76.8%,2015.csv,2015
96,The Left Ear,"$78,015,473",-,-,"$78,015,473",100%,2015.csv,2015
97,Tiny Times 4.0,"$77,750,000",-,-,"$77,750,000",100%,2015.csv,2015
98,Bajrangi Bhaijaan,"$75,547,184","$8,178,001",10.8%,"$67,369,183",89.2%,2015.csv,2015
99,War Room,"$73,267,874","$67,790,117",92.5%,"$5,477,757",7.5%,2015.csv,2015
100,The Transporter Refueled,"$72,629,670","$16,029,670",22.1%,"$56,600,000",77.9%,2015.csv,2015
101,Run All Night,"$71,561,644","$26,461,644",37%,"$45,100,000",63%,2015.csv,2015
102,13 Hours,"$69,411,370","$52,853,219",76.1%,"$16,558,151",23.9%,2015.csv,2015
103,Running Man,"$68,782,475","$310,978",0.5%,"$68,471,497",99.5%,2015.csv,2015
104,A Violent Prosecutor,"$66,736,633",-,-,"$66,736,633",100%,2015.csv,2015
105,The Age of Adaline,"$65,663,276","$42,629,776",64.9%,"$23,033,500",35.1%,2015.csv,2015
106,Monk Comes Down the Mountain,"$64,455,686",-,-,"$64,455,686",100%,2015.csv,2015
107,Zhongkui: Snow Girl and the Dark Crystal,"$64,325,947","$165,428",0.3%,"$64,160,519",99.7%,2015.csv,2015
108,The Danish Girl,"$64,191,523","$11,114,018",17.3%,"$53,077,505",82.7%,2015.csv,2015
109,The Boy,"$64,188,367","$35,819,556",55.8%,"$28,368,811",44.2%,2015.csv,2015
110,The Hundred Regiments Offensive,"$63,230,000",-,-,"$63,230,000",100%,2015.csv,2015
111,The Longest Ride,"$62,944,815","$37,446,117",59.5%,"$25,498,698",40.5%,2015.csv,2015
112,Unfriended,"$62,882,090","$32,482,090",51.7%,"$30,400,000",48.3%,2015.csv,2015
113,Brooklyn,"$62,076,141","$38,322,743",61.7%,"$23,753,398",38.3%,2015.csv,2015
114,"Dragon Ball Z: Resurrection ""F""","$61,768,190","$8,008,363",13%,"$53,759,827",87%,2015.csv,2015
115,Woman in Gold,"$61,619,773","$33,307,793",54.1%,"$28,311,980",45.9%,2015.csv,2015
116,Krampus,"$61,548,707","$42,725,475",69.4%,"$18,823,232",30.6%,2015.csv,2015
117,The Perfect Guy,"$60,273,173","$57,027,435",94.6%,"$3,245,738",5.4%,2015.csv,2015
118,Forever Young,"$59,981,902","$149,761",0.2%,"$59,832,141",99.8%,2015.csv,2015
119,Miss Granny,"$59,396,311","$234,573",0.4%,"$59,161,738",99.6%,2015.csv,2015
120,The Gift,"$58,978,653","$43,787,265",74.2%,"$15,191,388",25.8%,2015.csv,2015
121,You Are My Sunshine,"$56,640,000",-,-,"$56,640,000",100%,2015.csv,2015
122,No Escape,"$54,418,872","$27,288,872",50.1%,"$27,130,000",49.9%,2015.csv,2015
123,Sinister 2,"$53,329,150","$27,740,955",52%,"$25,588,195",48%,2015.csv,2015
124,Detective Conan: Sunflowers of Inferno,"$52,920,296",-,-,"$52,920,296",100%,2015.csv,2015
125,Prem Ratan Dhan Payo,"$52,715,771","$4,364,639",8.3%,"$48,351,132",91.7%,2015.csv,2015
126,The Boy Next Door,"$52,425,855","$35,423,380",67.6%,"$17,002,475",32.4%,2015.csv,2015
127,The Night Before,"$52,395,996","$43,047,372",82.2%,"$9,348,624",17.8%,2015.csv,2015
128,Hollywood Adventures,"$52,265,070",-,-,"$52,265,070",100%,2015.csv,2015
129,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!","$51,838,845","$257,343",0.5%,"$51,581,502",99.5%,2015.csv,2015
130,Hot Pursuit,"$51,380,201","$34,580,201",67.3%,"$16,800,000",32.7%,2015.csv,2015
131,The Himalayas,"$50,544,493","$696,717",1.4%,"$49,847,776",98.6%,2015.csv,2015
132,The Boy and the Beast,"$49,714,378","$490,643",1%,"$49,223,735",99%,2015.csv,2015
133,Surprise,"$49,567,466",-,-,"$49,567,466",100%,2015.csv,2015
134,Entourage,"$49,263,404","$32,363,404",65.7%,"$16,900,000",34.3%,2015.csv,2015
135,The Woman in Black 2: Angel of Death,"$48,854,305","$26,501,323",54.2%,"$22,352,982",45.8%,2015.csv,2015
136,Concussion,"$48,623,572","$34,542,474",71%,"$14,081,098",29%,2015.csv,2015
137,Inside Men,"$47,616,503",-,-,"$47,616,503",100%,2015.csv,2015
138,The Dead End,"$47,600,000",-,-,"$47,600,000",100%,2015.csv,2015
139,Boonie Bears Winter,"$47,581,416",-,-,"$47,581,416",100%,2015.csv,2015
140,Mortdecai,"$47,275,695","$7,696,134",16.3%,"$39,579,561",83.7%,2015.csv,2015
141,Let's Get Married,"$45,972,724","$462,918",1%,"$45,509,806",99%,2015.csv,2015
142,Somewhere Only We Know,"$45,737,711","$482,341",1.1%,"$45,255,370",98.9%,2015.csv,2015
143,"McFarland, USA","$45,710,059","$44,482,410",97.3%,"$1,227,649",2.7%,2015.csv,2015
144,Hero,"$45,565,534","$88,675",0.2%,"$45,476,859",99.8%,2015.csv,2015
145,Still Alice,"$44,779,195","$18,754,371",41.9%,"$26,024,824",58.1%,2015.csv,2015
146,Max,"$43,967,255","$42,656,255",97%,"$1,311,000",3%,2015.csv,2015
147,The DUFF,"$43,709,744","$34,030,343",77.9%,"$9,679,401",22.1%,2015.csv,2015
148,Legend,"$42,972,994","$1,872,994",4.4%,"$41,100,000",95.6%,2015.csv,2015
149,The Gallows,"$42,964,410","$22,764,410",53%,"$20,200,000",47%,2015.csv,2015
150,Love the Coopers,"$42,426,912","$26,302,731",62%,"$16,124,181",38%,2015.csv,2015
151,The Throne,"$42,165,755",-,-,"$42,165,755",100%,2015.csv,2015
152,The Lady in the Van,"$41,387,687","$10,021,175",24.2%,"$31,366,512",75.8%,2015.csv,2015
153,Ricki and the Flash,"$41,325,328","$26,822,144",64.9%,"$14,503,184",35.1%,2015.csv,2015
154,Ocho apellidos catalanes,"$40,591,862",-,-,"$40,591,862",100%,2015.csv,2015
155,Carol,"$40,272,135","$12,711,491",31.6%,"$27,560,644",68.4%,2015.csv,2015
156,Northern Limit Line,"$40,034,677","$337,907",0.8%,"$39,696,770",99.2%,2015.csv,2015
157,Ex-Files 2: The Backup Strikes Back,"$39,108,291",-,-,"$39,108,291",100%,2015.csv,2015
158,Criminal,"$38,803,993","$14,708,696",37.9%,"$24,095,297",62.1%,2015.csv,2015
159,Boruto: Naruto The Movie,"$38,362,448","$919,651",2.4%,"$37,442,797",97.6%,2015.csv,2015
160,The Lazarus Effect,"$38,356,892","$25,801,570",67.3%,"$12,555,322",32.7%,2015.csv,2015
161,Helios,"$37,938,005",-,-,"$37,938,005",100%,2015.csv,2015
162,A Walk in the Woods,"$37,461,274","$29,504,281",78.8%,"$7,956,993",21.2%,2015.csv,2015
163,Ex Machina,"$36,869,414","$25,442,958",69%,"$11,426,456",31%,2015.csv,2015
164,Burnt,"$36,606,743","$13,651,946",37.3%,"$22,954,797",62.7%,2015.csv,2015
165,The Priests,"$36,577,134","$185,093",0.5%,"$36,392,041",99.5%,2015.csv,2015
166,The New Adventures of Aladdin,"$35,771,820",-,-,"$35,771,820",100%,2015.csv,2015
167,Heidi,"$35,755,670",-,-,"$35,755,670",100%,2015.csv,2015
168,Room,"$35,401,758","$14,677,654",41.5%,"$20,724,104",58.5%,2015.csv,2015
169,Lost and Love,"$34,930,177","$188,817",0.5%,"$34,741,360",99.5%,2015.csv,2015
170,Secret in Their Eyes,"$34,854,990","$20,180,155",57.9%,"$14,674,835",42.1%,2015.csv,2015
171,"Dad, Where Are We Going 2","$34,840,000",-,-,"$34,840,000",100%,2015.csv,2015
172,Doraemon: Nobita and the Space Heroes,"$34,811,747",-,-,"$34,811,747",100%,2015.csv,2015
173,Steve Jobs,"$34,441,873","$17,766,658",51.6%,"$16,675,215",48.4%,2015.csv,2015
174,Victor Frankenstein,"$34,227,298","$5,775,076",16.9%,"$28,452,222",83.1%,2015.csv,2015
175,The Witness,"$33,963,557","$418,063",1.2%,"$33,545,494",98.8%,2015.csv,2015
176,Project Almanac,"$33,213,241","$22,348,241",67.3%,"$10,865,000",32.7%,2015.csv,2015
177,Dilwale,"$31,994,323","$4,871,263",15.2%,"$27,123,060",84.8%,2015.csv,2015
178,Suffragette,"$31,972,096","$4,702,420",14.7%,"$27,269,676",85.3%,2015.csv,2015
179,Self/less,"$31,807,156","$12,279,691",38.6%,"$19,527,465",61.4%,2015.csv,2015
180,Saving Mr. Wu,"$31,222,161","$92,696",0.3%,"$31,129,465",99.7%,2015.csv,2015
181,Attack on Titan Part 1,"$30,810,658","$449,523",1.5%,"$30,361,135",98.5%,2015.csv,2015
182,A Man Called Ove,"$30,692,889","$3,479,315",11.3%,"$27,213,574",88.7%,2015.csv,2015
183,Far from the Madding Crowd,"$30,229,977","$12,236,500",40.5%,"$17,993,477",59.5%,2015.csv,2015
184,Mr. Holmes,"$29,355,203","$17,737,646",60.4%,"$11,617,557",39.6%,2015.csv,2015
185,Love & Mercy,"$28,641,776","$12,551,031",43.8%,"$16,090,745",56.2%,2015.csv,2015
186,Flying Colors,"$28,525,563",-,-,"$28,525,563",100%,2015.csv,2015
187,Triumph in the Skies,"$28,085,162",-,-,"$28,085,162",100%,2015.csv,2015
188,The 33,"$27,972,023","$12,227,722",43.7%,"$15,744,301",56.3%,2015.csv,2015
189,Bride Wars,"$27,670,000",-,-,"$27,670,000",100%,2015.csv,2015
190,Irrational Man,"$27,391,084","$4,030,360",14.7%,"$23,360,724",85.3%,2015.csv,2015
191,Detective K: Secret of the Lost Island,"$27,387,870","$185,367",0.7%,"$27,202,503",99.3%,2015.csv,2015
192,To the Fore,"$27,267,799",-,-,"$27,267,799",100%,2015.csv,2015
193,American Ultra,"$27,262,374","$14,440,985",53%,"$12,821,389",47%,2015.csv,2015
194,Orange,"$26,261,536",-,-,"$26,261,536",100%,2015.csv,2015
195,Aloha,"$26,250,020","$21,067,116",80.3%,"$5,182,904",19.7%,2015.csv,2015
196,Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561","$9,080,818",35.1%,"$16,811,743",64.9%,2015.csv,2015
197,Dügün Dernek 2: Sünnet,"$25,836,668",-,-,"$25,836,668",100%,2015.csv,2015
198,Look Who's Back,"$25,513,752",-,-,"$25,513,752",100%,2015.csv,2015
199,Serial Teachers 2,"$25,364,150",-,-,"$25,364,150",100%,2015.csv,2015
200,Wild City,"$24,817,852","$34,866",0.1%,"$24,782,986",99.9%,2015.csv,2015
1,The Avengers,"$1,518,812,988","$623,357,910",41%,"$895,455,078",59%,2012.csv,2012
2,Skyfall,"$1,108,561,013","$304,360,277",27.5%,"$804,200,736",72.5%,2012.csv,2012
3,The Dark Knight Rises,"$1,081,041,287","$448,139,099",41.5%,"$632,902,188",58.5%,2012.csv,2012
4,The Hobbit: An Unexpected Journey,"$1,017,003,568","$303,003,568",29.8%,"$714,000,000",70.2%,2012.csv,2012
5,Ice Age: Continental Drift,"$877,244,782","$161,321,843",18.4%,"$715,922,939",81.6%,2012.csv,2012
6,The Twilight Saga: Breaking Dawn - Part 2,"$829,746,820","$292,324,737",35.2%,"$537,422,083",64.8%,2012.csv,2012
7,The Amazing Spider-Man,"$757,930,663","$262,030,663",34.6%,"$495,900,000",65.4%,2012.csv,2012
8,Madagascar 3: Europe's Most Wanted,"$746,921,274","$216,391,482",29%,"$530,529,792",71%,2012.csv,2012
9,The Hunger Games,"$694,394,724","$408,010,692",58.8%,"$286,384,032",41.2%,2012.csv,2012
10,Men in Black 3,"$624,026,776","$179,020,854",28.7%,"$445,005,922",71.3%,2012.csv,2012
11,Life of Pi,"$609,016,565","$124,987,023",20.5%,"$484,029,542",79.5%,2012.csv,2012
12,Ted,"$549,368,315","$218,815,487",39.8%,"$330,552,828",60.2%,2012.csv,2012
13,Brave,"$538,983,207","$237,283,207",44%,"$301,700,000",56%,2012.csv,2012
14,Wreck-It Ralph,"$471,222,889","$189,422,889",40.2%,"$281,800,000",59.8%,2012.csv,2012
15,Les Misérables,"$442,299,309","$148,809,770",33.6%,"$293,489,539",66.4%,2012.csv,2012
16,Django Unchained,"$425,368,238","$162,805,434",38.3%,"$262,562,804",61.7%,2012.csv,2012
17,Prometheus,"$403,354,469","$126,477,084",31.4%,"$276,877,385",68.6%,2012.csv,2012
18,Snow White and the Huntsman,"$396,592,829","$155,332,381",39.2%,"$241,260,448",60.8%,2012.csv,2012
19,Taken 2,"$376,141,306","$139,854,287",37.2%,"$236,287,019",62.8%,2012.csv,2012
20,Hotel Transylvania,"$358,375,603","$148,313,048",41.4%,"$210,062,555",58.6%,2012.csv,2012
21,Titanic 2012 3D Release,"$350,449,521","$57,884,114",16.5%,"$292,565,407",83.5%,2012.csv,2012
22,The Lorax,"$348,840,316","$214,030,500",61.4%,"$134,809,816",38.6%,2012.csv,2012
23,Journey 2: The Mysterious Island,"$335,260,290","$103,860,290",31%,"$231,400,000",69%,2012.csv,2012
24,The Expendables 2,"$314,975,955","$85,028,192",27%,"$229,947,763",73%,2012.csv,2012
25,Rise of the Guardians,"$306,941,670","$103,412,758",33.7%,"$203,528,912",66.3%,2012.csv,2012
26,Battleship,"$303,025,485","$65,422,625",21.6%,"$237,602,860",78.4%,2012.csv,2012
27,Wrath of the Titans,"$301,970,083","$83,670,083",27.7%,"$218,300,000",72.3%,2012.csv,2012
28,John Carter,"$284,139,100","$73,078,100",25.7%,"$211,061,000",74.3%,2012.csv,2012
29,The Bourne Legacy,"$276,144,750","$113,203,870",41%,"$162,940,880",59%,2012.csv,2012
30,Lincoln,"$275,293,450","$182,207,973",66.2%,"$93,085,477",33.8%,2012.csv,2012
31,We're the Millers,"$269,994,119","$150,394,119",55.7%,"$119,600,000",44.3%,2012.csv,2012
32,Dark Shadows,"$245,527,149","$79,727,149",32.5%,"$165,800,000",67.5%,2012.csv,2012
33,Resident Evil: Retribution,"$240,159,255","$42,345,531",17.6%,"$197,813,724",82.4%,2012.csv,2012
34,Silver Linings Playbook,"$236,412,453","$132,092,958",55.9%,"$104,319,495",44.1%,2012.csv,2012
35,American Reunion,"$234,989,584","$57,011,521",24.3%,"$177,978,063",75.7%,2012.csv,2012
36,Argo,"$232,325,503","$136,025,503",58.5%,"$96,300,000",41.5%,2012.csv,2012
37,Jack Reacher,"$218,340,595","$80,070,736",36.7%,"$138,269,859",63.3%,2012.csv,2012
38,Safe House,"$208,076,205","$126,373,434",60.7%,"$81,702,771",39.3%,2012.csv,2012
39,21 Jump Street,"$201,585,328","$138,447,667",68.7%,"$63,137,661",31.3%,2012.csv,2012
40,Total Recall,"$198,467,168","$58,877,969",29.7%,"$139,589,199",70.3%,2012.csv,2012
41,The Impossible,"$198,087,212","$19,019,882",9.6%,"$179,067,330",90.4%,2012.csv,2012
42,Lost in Thailand,"$197,757,387","$57,387",<0.1%,"$197,700,000",100%,2012.csv,2012
43,The Vow,"$196,114,570","$125,014,030",63.7%,"$71,100,540",36.3%,2012.csv,2012
44,Mirror Mirror,"$183,018,522","$64,935,167",35.5%,"$118,083,355",64.5%,2012.csv,2012
45,The Dictator,"$179,379,533","$59,650,222",33.3%,"$119,729,311",66.7%,2012.csv,2012
46,Looper,"$176,506,819","$66,486,205",37.7%,"$110,020,614",62.3%,2012.csv,2012
47,Chinese Zodiac,"$170,525,083",-,-,"$170,525,083",100%,2012.csv,2012
48,Magic Mike,"$167,739,368","$113,721,571",67.8%,"$54,017,797",32.2%,2012.csv,2012
49,Flight,"$161,772,375","$93,772,375",58%,"$68,000,000",42%,2012.csv,2012
50,Underworld: Awakening,"$160,112,671","$62,321,039",38.9%,"$97,791,632",61.1%,2012.csv,2012
51,This Means War,"$156,491,279","$54,760,791",35%,"$101,730,488",65%,2012.csv,2012
52,Paranormal Activity 4,"$142,802,657","$53,885,000",37.7%,"$88,917,657",62.3%,2012.csv,2012
53,Step Up Revolution,"$140,470,746","$35,074,677",25%,"$105,396,069",75%,2012.csv,2012
54,The Best Exotic Marigold Hotel,"$136,836,156","$46,412,041",33.9%,"$90,424,115",66.1%,2012.csv,2012
55,The Wind Rises,"$136,454,220","$5,209,580",3.8%,"$131,244,640",96.2%,2012.csv,2012
56,Last Vegas,"$134,402,450","$63,914,167",47.6%,"$70,488,283",52.4%,2012.csv,2012
57,Zero Dark Thirty,"$132,820,716","$95,720,716",72.1%,"$37,100,000",27.9%,2012.csv,2012
58,Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002",39.1%,"$80,789,928",60.9%,2012.csv,2012
59,Cloud Atlas,"$130,482,868","$27,108,272",20.8%,"$103,374,596",79.2%,2012.csv,2012
60,The Woman in Black,"$128,955,898","$54,333,290",42.1%,"$74,622,608",57.9%,2012.csv,2012
61,Chronicle,"$126,636,097","$64,575,175",51%,"$62,060,922",49%,2012.csv,2012
